time,I_L2
2.7288000000e-02,2.2007941638e+02
2.7292000000e-02,2.1935713373e+02
2.7296000000e-02,2.1907366033e+02
2.7300000000e-02,2.1896951604e+02
2.7304000000e-02,2.1879241661e+02
2.7308000000e-02,2.1830127198e+02
2.7312000000e-02,2.1726985506e+02
2.7316000000e-02,2.1572958404e+02
2.7320000000e-02,2.1417710301e+02
2.7324000000e-02,2.1298705784e+02
2.7328000000e-02,2.1227961389e+02
2.7332000000e-02,2.1217361784e+02
2.7336000000e-02,2.1277344192e+02
2.7340000000e-02,2.1408301691e+02
2.7344000000e-02,2.1588989758e+02
2.7348000000e-02,2.1789583277e+02
2.7352000000e-02,2.1981528506e+02
2.7356000000e-02,2.2137530519e+02
2.7360000000e-02,2.2231968900e+02
2.7364000000e-02,2.2246429763e+02
2.7368000000e-02,2.2182363768e+02
2.7372000000e-02,2.2057358904e+02
2.7376000000e-02,2.1888657994e+02
2.7380000000e-02,2.1693617498e+02
2.7384000000e-02,2.1502277056e+02
2.7388000000e-02,2.1364157603e+02
2.7392000000e-02,2.1296350958e+02
2.7396000000e-02,2.1271154838e+02
2.7400000000e-02,2.1263315561e+02
2.7404000000e-02,2.1248282891e+02
2.7408000000e-02,2.1202599008e+02
2.7412000000e-02,2.1104255353e+02
2.7416000000e-02,2.0956273369e+02
2.7420000000e-02,2.0805318788e+02
2.7424000000e-02,2.0685448557e+02
2.7428000000e-02,2.0609796297e+02
2.7432000000e-02,2.0591190149e+02
2.7436000000e-02,2.0641028377e+02
2.7440000000e-02,2.0760321631e+02
2.7444000000e-02,2.0928169846e+02
2.7448000000e-02,2.1115751410e+02
2.7452000000e-02,2.1295452230e+02
2.7456000000e-02,2.1440869528e+02
2.7460000000e-02,2.1527214176e+02
2.7464000000e-02,2.1536486619e+02
2.7468000000e-02,2.1470211269e+02
2.7472000000e-02,2.1346648386e+02
2.7476000000e-02,2.1183596402e+02
2.7480000000e-02,2.0998875419e+02
2.7484000000e-02,2.0820583145e+02
2.7488000000e-02,2.0693782739e+02
2.7492000000e-02,2.0635120917e+02
2.7496000000e-02,2.0617605771e+02
2.7500000000e-02,2.0616632232e+02
2.7504000000e-02,2.0608288076e+02
2.7508000000e-02,2.0569732509e+02
2.7512000000e-02,2.0479543349e+02
2.7516000000e-02,2.0340517032e+02
2.7520000000e-02,2.0196180102e+02
2.7524000000e-02,2.0077230309e+02
2.7528000000e-02,1.9997929160e+02
2.7532000000e-02,1.9972069200e+02
2.7536000000e-02,2.0012038366e+02
2.7540000000e-02,2.0119458702e+02
2.7544000000e-02,2.0273743288e+02
2.7548000000e-02,2.0447131553e+02
2.7552000000e-02,2.0613008539e+02
2.7556000000e-02,2.0745927628e+02
2.7560000000e-02,2.0821998258e+02
2.7564000000e-02,2.0823662765e+02
2.7568000000e-02,2.0752516419e+02
2.7572000000e-02,2.0627572110e+02
2.7576000000e-02,2.0467260393e+02
2.7580000000e-02,2.0289940169e+02
2.7584000000e-02,2.0121859638e+02
2.7588000000e-02,2.0003644258e+02
2.7592000000e-02,1.9951408704e+02
2.7596000000e-02,1.9938947268e+02
2.7600000000e-02,1.9942367741e+02
2.7604000000e-02,1.9938455163e+02
2.7608000000e-02,1.9905039209e+02
2.7612000000e-02,1.9821331007e+02
2.7616000000e-02,1.9689859116e+02
2.7620000000e-02,1.9550920720e+02
2.7624000000e-02,1.9431938799e+02
2.7628000000e-02,1.9348330464e+02
2.7632000000e-02,1.9314876266e+02
2.7636000000e-02,1.9344971122e+02
2.7640000000e-02,1.9440818050e+02
2.7644000000e-02,1.9582075562e+02
2.7648000000e-02,1.9742053159e+02
2.7652000000e-02,1.9895135871e+02
2.7656000000e-02,2.0016829791e+02
2.7660000000e-02,2.0084135393e+02
2.7664000000e-02,2.0079884191e+02
2.7668000000e-02,2.0005655154e+02
2.7672000000e-02,1.9881206435e+02
2.7676000000e-02,1.9725588407e+02
2.7680000000e-02,1.9557685506e+02
2.7684000000e-02,1.9401904567e+02
2.7688000000e-02,1.9294374873e+02
2.7692000000e-02,1.9250514171e+02
2.7696000000e-02,1.9244905159e+02
2.7700000000e-02,1.9254365836e+02
2.7704000000e-02,1.9256378422e+02
2.7708000000e-02,1.9229445449e+02
2.7712000000e-02,1.9153416090e+02
2.7716000000e-02,1.9030476067e+02
2.7720000000e-02,1.8897583298e+02
2.7724000000e-02,1.8778960205e+02
2.7728000000e-02,1.8691202021e+02
2.7732000000e-02,1.8650104994e+02
2.7736000000e-02,1.8670101098e+02
2.7740000000e-02,1.8753965267e+02
2.7744000000e-02,1.8881562958e+02
2.7748000000e-02,1.9027317915e+02
2.7752000000e-02,1.9166657135e+02
2.7756000000e-02,1.9276082135e+02
2.7760000000e-02,1.9333527127e+02
2.7764000000e-02,1.9322213831e+02
2.7768000000e-02,1.9243673889e+02
2.7772000000e-02,1.9118459711e+02
2.7776000000e-02,1.8966285646e+02
2.7780000000e-02,1.8806603975e+02
2.7784000000e-02,1.8662044329e+02
2.7788000000e-02,1.8564237232e+02
2.7792000000e-02,1.8527787250e+02
2.7796000000e-02,1.8528110661e+02
2.7800000000e-02,1.8542771277e+02
2.7804000000e-02,1.8549981410e+02
2.7808000000e-02,1.8528946196e+02
2.7812000000e-02,1.8460179057e+02
2.7816000000e-02,1.8345464247e+02
2.7820000000e-02,1.8218323655e+02
2.7824000000e-02,1.8099860264e+02
2.7828000000e-02,1.8007866590e+02
2.7832000000e-02,1.7959173351e+02
2.7836000000e-02,1.7969265371e+02
2.7840000000e-02,1.8041461655e+02
2.7844000000e-02,1.8155773209e+02
2.7848000000e-02,1.8287754465e+02
2.7852000000e-02,1.8413885364e+02
2.7856000000e-02,1.8511671882e+02
2.7860000000e-02,1.8559988976e+02
2.7864000000e-02,1.8542413035e+02
2.7868000000e-02,1.8460360457e+02
2.7872000000e-02,1.8335189074e+02
2.7876000000e-02,1.8187284193e+02
2.7880000000e-02,1.8036672292e+02
2.7884000000e-02,1.7904237992e+02
2.7888000000e-02,1.7817083381e+02
2.7892000000e-02,1.7788855508e+02
2.7896000000e-02,1.7795822724e+02
2.7900000000e-02,1.7816307047e+02
2.7904000000e-02,1.7829264205e+02
2.7908000000e-02,1.7814615957e+02
2.7912000000e-02,1.7753554407e+02
2.7916000000e-02,1.7646751548e+02
2.7920000000e-02,1.7523713654e+02
2.7924000000e-02,1.7403802932e+02
2.7928000000e-02,1.7305996723e+02
2.7932000000e-02,1.7248206274e+02
2.7936000000e-02,1.7247012313e+02
2.7940000000e-02,1.7306277369e+02
2.7944000000e-02,1.7406123372e+02
2.7948000000e-02,1.7523276345e+02
2.7952000000e-02,1.7635302943e+02
2.7956000000e-02,1.7720743415e+02
2.7960000000e-02,1.7759438955e+02
2.7964000000e-02,1.7735301524e+02
2.7968000000e-02,1.7649578470e+02
2.7972000000e-02,1.7524454484e+02
2.7976000000e-02,1.7381000191e+02
2.7980000000e-02,1.7239827043e+02
2.7984000000e-02,1.7120755983e+02
2.7988000000e-02,1.7046817521e+02
2.7992000000e-02,1.7029260236e+02
2.7996000000e-02,1.7045250610e+02
2.8000000000e-02,1.7073851227e+02
2.8004000000e-02,1.7094745587e+02
2.8008000000e-02,1.7088558601e+02
2.8012000000e-02,1.7037149928e+02
2.8016000000e-02,1.6938480649e+02
2.8020000000e-02,1.6816797347e+02
2.8024000000e-02,1.6692820804e+02
2.8028000000e-02,1.6586638339e+02
2.8032000000e-02,1.6517302714e+02
2.8036000000e-02,1.6502547347e+02
2.8040000000e-02,1.6546790639e+02
2.8044000000e-02,1.6630242568e+02
2.8048000000e-02,1.6730850644e+02
2.8052000000e-02,1.6827309277e+02
2.8056000000e-02,1.6899228215e+02
2.8060000000e-02,1.6927443920e+02
2.8064000000e-02,1.6896187056e+02
2.8068000000e-02,1.6806482917e+02
2.8072000000e-02,1.6681362435e+02
2.8076000000e-02,1.6542592229e+02
2.8080000000e-02,1.6411374254e+02
2.8084000000e-02,1.6308008218e+02
2.8088000000e-02,1.6252554675e+02
2.8092000000e-02,1.6250680047e+02
2.8096000000e-02,1.6280531172e+02
2.8100000000e-02,1.6321854997e+02
2.8104000000e-02,1.6355012358e+02
2.8108000000e-02,1.6361287315e+02
2.8112000000e-02,1.6323170006e+02
2.8116000000e-02,1.6235836173e+02
2.8120000000e-02,1.6118172407e+02
2.8124000000e-02,1.5992254989e+02
2.8128000000e-02,1.5879283378e+02
2.8132000000e-02,1.5799462909e+02
2.8136000000e-02,1.5771699150e+02
2.8140000000e-02,1.5800954756e+02
2.8144000000e-02,1.5867494102e+02
2.8148000000e-02,1.5950536632e+02
2.8152000000e-02,1.6029958172e+02
2.8156000000e-02,1.6086497218e+02
2.8160000000e-02,1.6102049127e+02
2.8164000000e-02,1.6061191195e+02
2.8168000000e-02,1.5964727431e+02
2.8172000000e-02,1.5836614357e+02
2.8176000000e-02,1.5699391333e+02
2.8180000000e-02,1.5574927138e+02
2.8184000000e-02,1.5484074882e+02
2.8188000000e-02,1.5443952216e+02
2.8192000000e-02,1.5454633024e+02
2.8196000000e-02,1.5495318680e+02
2.8200000000e-02,1.5546506366e+02
2.8204000000e-02,1.5589294908e+02
2.8208000000e-02,1.5605682092e+02
2.8212000000e-02,1.5578836351e+02
2.8216000000e-02,1.5501147208e+02
2.8220000000e-02,1.5386101676e+02
2.8224000000e-02,1.5257166785e+02
2.8228000000e-02,1.5136678973e+02
2.8232000000e-02,1.5046014124e+02
2.8236000000e-02,1.5005261012e+02
2.8240000000e-02,1.5019892493e+02
2.8244000000e-02,1.5070157980e+02
2.8248000000e-02,1.5136549716e+02
2.8252000000e-02,1.5200117707e+02
2.8256000000e-02,1.5242717581e+02
2.8260000000e-02,1.5247287964e+02
2.8264000000e-02,1.5198695304e+02
2.8268000000e-02,1.5097433062e+02
2.8272000000e-02,1.4968368060e+02
2.8276000000e-02,1.4834792886e+02
2.8280000000e-02,1.4719223219e+02
2.8284000000e-02,1.4643045573e+02
2.8288000000e-02,1.4620373636e+02
2.8292000000e-02,1.4645597344e+02
2.8296000000e-02,1.4698964969e+02
2.8300000000e-02,1.4761715237e+02
2.8304000000e-02,1.4815678992e+02
2.8308000000e-02,1.4843564506e+02
2.8312000000e-02,1.4829217952e+02
2.8316000000e-02,1.4761028263e+02
2.8320000000e-02,1.4644960610e+02
2.8324000000e-02,1.4506191023e+02
2.8328000000e-02,1.4368447537e+02
2.8332000000e-02,1.4254571404e+02
2.8336000000e-02,1.4186163221e+02
2.8340000000e-02,1.4170702610e+02
2.8344000000e-02,1.4190794525e+02
2.8348000000e-02,1.4228300826e+02
2.8352000000e-02,1.4265610232e+02
2.8356000000e-02,1.4285823301e+02
2.8360000000e-02,1.4273012114e+02
2.8364000000e-02,1.4213525529e+02
2.8368000000e-02,1.4109556194e+02
2.8372000000e-02,1.3986567907e+02
2.8376000000e-02,1.3868320180e+02
2.8380000000e-02,1.3777620865e+02
2.8384000000e-02,1.3735975146e+02
2.8388000000e-02,1.3752810672e+02
2.8392000000e-02,1.3814199730e+02
2.8396000000e-02,1.3901210733e+02
2.8400000000e-02,1.3995510362e+02
2.8404000000e-02,1.4079375285e+02
2.8408000000e-02,1.4135969328e+02
2.8412000000e-02,1.4149595924e+02
2.8416000000e-02,1.4104227942e+02
2.8420000000e-02,1.3997758397e+02
2.8424000000e-02,1.3857026773e+02
2.8428000000e-02,1.3707134820e+02
2.8432000000e-02,1.3572418448e+02
2.8436000000e-02,1.3476064395e+02
2.8440000000e-02,1.3427836060e+02
2.8444000000e-02,1.3413129804e+02
2.8448000000e-02,1.3415326000e+02
2.8452000000e-02,1.3418339973e+02
2.8456000000e-02,1.3406725590e+02
2.8460000000e-02,1.3365913018e+02
2.8464000000e-02,1.3284130550e+02
2.8468000000e-02,1.3165794651e+02
2.8472000000e-02,1.3037172111e+02
2.8476000000e-02,1.2922702874e+02
2.8480000000e-02,1.2845690148e+02
2.8484000000e-02,1.2827947565e+02
2.8488000000e-02,1.2874158440e+02
2.8492000000e-02,1.2961827027e+02
2.8496000000e-02,1.3073035981e+02
2.8500000000e-02,1.3190039499e+02
2.8504000000e-02,1.3295703811e+02
2.8508000000e-02,1.3373774341e+02
2.8512000000e-02,1.3409118634e+02
2.8516000000e-02,1.3381351427e+02
2.8520000000e-02,1.3280309054e+02
2.8524000000e-02,1.3134545814e+02
2.8528000000e-02,1.2970565572e+02
2.8532000000e-02,1.2814207161e+02
2.8536000000e-02,1.2690232155e+02
2.8540000000e-02,1.2610619053e+02
2.8544000000e-02,1.2563440480e+02
2.8548000000e-02,1.2533541594e+02
2.8552000000e-02,1.2506294048e+02
2.8556000000e-02,1.2467623313e+02
2.8560000000e-02,1.2404226302e+02
2.8564000000e-02,1.2306072964e+02
2.8568000000e-02,1.2179631040e+02
2.8572000000e-02,1.2051871460e+02
2.8576000000e-02,1.1947811784e+02
2.8580000000e-02,1.1891149041e+02
2.8584000000e-02,1.1903906725e+02
2.8588000000e-02,1.1985901137e+02
2.8592000000e-02,1.2105930359e+02
2.8596000000e-02,1.2247017673e+02
2.8600000000e-02,1.2391937959e+02
2.8604000000e-02,1.2524090329e+02
2.8608000000e-02,1.2627755880e+02
2.8612000000e-02,1.2688331492e+02
2.8616000000e-02,1.2682858285e+02
2.8620000000e-02,1.2594433105e+02
2.8624000000e-02,1.2449658741e+02
2.8628000000e-02,1.2276554801e+02
2.8632000000e-02,1.2102430960e+02
2.8636000000e-02,1.1953610944e+02
2.8640000000e-02,1.1844255330e+02
2.8644000000e-02,1.1765068752e+02
2.8648000000e-02,1.1702412717e+02
2.8652000000e-02,1.1643180443e+02
2.8656000000e-02,1.1574749766e+02
2.8660000000e-02,1.1485178708e+02
2.8664000000e-02,1.1366245514e+02
2.8668000000e-02,1.1226515794e+02
2.8672000000e-02,1.1093796990e+02
2.8676000000e-02,1.0993819292e+02
2.8680000000e-02,1.0950812251e+02
2.8684000000e-02,1.0985317437e+02
2.8688000000e-02,1.1091028270e+02
2.8692000000e-02,1.1231801823e+02
2.8696000000e-02,1.1391638696e+02
2.8700000000e-02,1.1554018905e+02
2.8704000000e-02,1.1703040986e+02
2.8708000000e-02,1.1823668163e+02
2.8712000000e-02,1.1901951256e+02
2.8716000000e-02,1.1915028752e+02
2.8720000000e-02,1.1841239505e+02
2.8724000000e-02,1.1700104090e+02
2.8728000000e-02,1.1521329830e+02
2.8732000000e-02,1.1333624231e+02
2.8736000000e-02,1.1164790336e+02
2.8740000000e-02,1.1031040064e+02
2.8744000000e-02,1.0925543258e+02
2.8748000000e-02,1.0836086382e+02
2.8752000000e-02,1.0750988142e+02
2.8756000000e-02,1.0658983223e+02
2.8760000000e-02,1.0549397401e+02
2.8764000000e-02,1.0415687690e+02
2.8768000000e-02,1.0268363290e+02
2.8772000000e-02,1.0135999971e+02
2.8776000000e-02,1.0044977613e+02
2.8780000000e-02,1.0020004925e+02
2.8784000000e-02,1.0077509857e+02
2.8788000000e-02,1.0203074127e+02
2.8792000000e-02,1.0360747092e+02
2.8796000000e-02,1.0535360292e+02
2.8800000000e-02,1.0711183395e+02
2.8804000000e-02,1.0873096563e+02
2.8808000000e-02,1.1006823722e+02
2.8812000000e-02,1.1099143391e+02
2.8816000000e-02,1.1127399622e+02
2.8820000000e-02,1.1065250463e+02
2.8824000000e-02,1.0925082316e+02
2.8828000000e-02,1.0738341160e+02
2.8832000000e-02,1.0535170344e+02
2.8836000000e-02,1.0344881854e+02
2.8840000000e-02,1.0185719659e+02
2.8844000000e-02,1.0053260699e+02
2.8848000000e-02,9.9367305751e+01
2.8852000000e-02,9.8258771718e+01
2.8856000000e-02,9.7107890470e+01
2.8860000000e-02,9.5820503650e+01
2.8864000000e-02,9.4347412174e+01
2.8868000000e-02,9.2812229818e+01
2.8872000000e-02,9.1508242034e+01
2.8876000000e-02,9.0705523451e+01
2.8880000000e-02,9.0655707308e+01
2.8884000000e-02,9.1481128462e+01
2.8888000000e-02,9.2955660868e+01
2.8892000000e-02,9.4722277195e+01
2.8896000000e-02,9.6637316932e+01
2.8900000000e-02,9.8551128107e+01
2.8904000000e-02,1.0032009117e+02
2.8908000000e-02,1.0180882654e+02
2.8912000000e-02,1.0289218535e+02
2.8916000000e-02,1.0334587876e+02
2.8920000000e-02,1.0285972054e+02
2.8924000000e-02,1.0148510550e+02
2.8928000000e-02,9.9553800214e+01
2.8932000000e-02,9.7381502663e+01
2.8936000000e-02,9.5276359696e+01
2.8940000000e-02,9.3440692440e+01
2.8944000000e-02,9.1853627634e+01
2.8948000000e-02,9.0421946575e+01
2.8952000000e-02,8.9057560013e+01
2.8956000000e-02,8.7675071403e+01
2.8960000000e-02,8.6193120122e+01
2.8964000000e-02,8.4578573531e+01
2.8968000000e-02,8.2973122210e+01
2.8972000000e-02,8.1677971518e+01
2.8976000000e-02,8.0969855776e+01
2.8980000000e-02,8.1105359303e+01
2.8984000000e-02,8.2164791222e+01
2.8988000000e-02,8.3840041339e+01
2.8992000000e-02,8.5777825619e+01
2.8996000000e-02,8.7842918514e+01
2.9000000000e-02,8.9893752875e+01
2.9004000000e-02,9.1794700448e+01
2.9008000000e-02,9.3418147993e+01
2.9012000000e-02,9.4646365096e+01
2.9016000000e-02,9.5258060733e+01
2.9020000000e-02,9.4896821435e+01
2.9024000000e-02,9.3540900672e+01
2.9028000000e-02,9.1539586649e+01
2.9032000000e-02,8.9222970787e+01
2.9036000000e-02,8.6914310338e+01
2.9040000000e-02,8.4835433650e+01
2.9044000000e-02,8.2988097656e+01
2.9048000000e-02,8.1293665618e+01
2.9052000000e-02,7.9678474199e+01
2.9056000000e-02,7.8070814327e+01
2.9060000000e-02,7.6402069643e+01
2.9064000000e-02,7.4654686811e+01
2.9068000000e-02,7.2987618154e+01
2.9072000000e-02,7.1709983300e+01
2.9076000000e-02,7.1105133765e+01
2.9080000000e-02,7.1434563485e+01
2.9084000000e-02,7.2736061269e+01
2.9088000000e-02,7.4619112432e+01
2.9092000000e-02,7.6734979041e+01
2.9096000000e-02,7.8956825601e+01
2.9100000000e-02,8.1151165250e+01
2.9104000000e-02,8.3190359632e+01
2.9108000000e-02,8.4954563520e+01
2.9112000000e-02,8.6333469516e+01
2.9116000000e-02,8.7109207998e+01
2.9120000000e-02,8.6879466124e+01
2.9124000000e-02,8.5548545207e+01
2.9128000000e-02,8.3483290037e+01
2.9132000000e-02,8.1028186855e+01
2.9136000000e-02,7.8521607952e+01
2.9140000000e-02,7.6204480362e+01
2.9144000000e-02,7.4100473992e+01
2.9148000000e-02,7.2145653715e+01
2.9152000000e-02,7.0280881508e+01
2.9156000000e-02,6.8448250182e+01
2.9160000000e-02,6.6592014618e+01
2.9164000000e-02,6.4709921493e+01
2.9168000000e-02,6.2977601388e+01
2.9172000000e-02,6.1712343664e+01
2.9176000000e-02,6.1204351953e+01
2.9180000000e-02,6.1720277183e+01
2.9184000000e-02,6.3255233327e+01
2.9188000000e-02,6.5336259561e+01
2.9192000000e-02,6.7620253975e+01
2.9196000000e-02,6.9988999089e+01
2.9200000000e-02,7.2317342143e+01
2.9204000000e-02,7.4485872915e+01
2.9208000000e-02,7.6382733394e+01
2.9212000000e-02,7.7905236328e+01
2.9216000000e-02,7.8839525771e+01
2.9220000000e-02,7.8756078492e+01
2.9224000000e-02,7.7498218034e+01
2.9228000000e-02,7.5414015852e+01
2.9232000000e-02,7.2863369763e+01
2.9236000000e-02,7.0199200157e+01
2.9240000000e-02,6.7680609522e+01
2.9244000000e-02,6.5352013083e+01
2.9248000000e-02,6.3163925562e+01
2.9252000000e-02,6.1071537802e+01
2.9256000000e-02,5.9030641267e+01
2.9260000000e-02,5.6998350526e+01
2.9264000000e-02,5.4987369619e+01
2.9268000000e-02,5.3189434836e+01
2.9272000000e-02,5.1930352575e+01
2.9276000000e-02,5.1507574938e+01
2.9280000000e-02,5.2175209882e+01
2.9284000000e-02,5.3872271344e+01
2.9288000000e-02,5.6080157211e+01
2.9292000000e-02,5.8461884492e+01
2.9296000000e-02,6.0909060876e+01
2.9300000000e-02,6.3306035702e+01
2.9304000000e-02,6.5542700893e+01
2.9308000000e-02,6.7516150860e+01
2.9312000000e-02,6.9132162467e+01
2.9316000000e-02,7.0182029021e+01
2.9320000000e-02,7.0238630590e+01
2.9324000000e-02,6.9105496899e+01
2.9328000000e-02,6.7054844071e+01
2.9332000000e-02,6.4463633752e+01
2.9336000000e-02,6.1698395061e+01
2.9340000000e-02,5.9035050188e+01
2.9344000000e-02,5.6537109430e+01
2.9348000000e-02,5.4168771166e+01
2.9352000000e-02,5.1898816057e+01
2.9356000000e-02,4.9696070644e+01
2.9360000000e-02,4.7529929603e+01
2.9364000000e-02,4.5427142757e+01
2.9368000000e-02,4.3594419946e+01
2.9372000000e-02,4.2365899076e+01
2.9376000000e-02,4.2046172907e+01
2.9380000000e-02,4.2848193602e+01
2.9384000000e-02,4.4633253938e+01
2.9388000000e-02,4.6894558996e+01
2.9392000000e-02,4.9300834058e+01
2.9396000000e-02,5.1754772217e+01
2.9400000000e-02,5.4151451391e+01
2.9404000000e-02,5.6391202057e+01
2.9408000000e-02,5.8381101403e+01
2.9412000000e-02,6.0036301069e+01
2.9416000000e-02,6.1154448927e+01
2.9420000000e-02,6.1312212706e+01
2.9424000000e-02,6.0273442370e+01
2.9428000000e-02,5.8234283567e+01
2.9432000000e-02,5.5588929680e+01
2.9436000000e-02,5.2717513313e+01
2.9440000000e-02,4.9912202354e+01
2.9444000000e-02,4.7254574015e+01
2.9448000000e-02,4.4722208871e+01
2.9452000000e-02,4.2297038170e+01
2.9456000000e-02,3.9960395815e+01
2.9460000000e-02,3.7693352415e+01
2.9464000000e-02,3.5535610344e+01
2.9468000000e-02,3.3707391255e+01
2.9472000000e-02,3.2550519464e+01
2.9476000000e-02,3.2376038101e+01
2.9480000000e-02,3.3354786115e+01
2.9484000000e-02,3.5269190459e+01
2.9488000000e-02,3.7624116940e+01
2.9492000000e-02,4.0094193399e+01
2.9496000000e-02,4.2592594252e+01
2.9500000000e-02,4.5024605825e+01
2.9504000000e-02,4.7300529681e+01
2.9508000000e-02,4.9337017051e+01
2.9512000000e-02,5.1058249167e+01
2.9516000000e-02,5.2268378159e+01
2.9520000000e-02,5.2548398693e+01
2.9524000000e-02,5.1622007699e+01
2.9528000000e-02,4.9608731628e+01
2.9532000000e-02,4.6919954950e+01
2.9536000000e-02,4.3949416181e+01
2.9540000000e-02,4.1005164776e+01
2.9544000000e-02,3.8186218573e+01
2.9548000000e-02,3.5483825255e+01
2.9552000000e-02,3.2893377464e+01
2.9556000000e-02,3.0409084233e+01
2.9560000000e-02,2.8024108631e+01
2.9564000000e-02,2.5791134391e+01
2.9568000000e-02,2.3943634585e+01
2.9572000000e-02,2.2831738499e+01
2.9576000000e-02,2.2773547319e+01
2.9580000000e-02,2.3898185235e+01
2.9584000000e-02,2.5909448272e+01
2.9588000000e-02,2.8324972668e+01
2.9592000000e-02,3.0826690684e+01
2.9596000000e-02,3.3338784231e+01
2.9600000000e-02,3.5777268918e+01
2.9604000000e-02,3.8062887141e+01
2.9608000000e-02,4.0122276675e+01
2.9612000000e-02,4.1888998665e+01
2.9616000000e-02,4.3174423473e+01
2.9620000000e-02,4.3564839775e+01
2.9624000000e-02,4.2743648863e+01
2.9628000000e-02,4.0753434959e+01
2.9632000000e-02,3.8022727528e+01
2.9636000000e-02,3.4958737680e+01
2.9640000000e-02,3.1884767242e+01
2.9644000000e-02,2.8916263385e+01
2.9648000000e-02,2.6057936528e+01
2.9652000000e-02,2.3318366227e+01
2.9656000000e-02,2.0704336561e+01
2.9660000000e-02,1.8220783331e+01
2.9664000000e-02,1.5932608784e+01
2.9668000000e-02,1.4085445630e+01
2.9672000000e-02,1.3037495898e+01
2.9676000000e-02,1.3113667767e+01
2.9680000000e-02,1.4400963978e+01
2.9684000000e-02,1.6524035384e+01
2.9688000000e-02,1.9013591823e+01
2.9692000000e-02,2.1559515760e+01
2.9696000000e-02,2.4096819132e+01
2.9700000000e-02,2.6552130142e+01
2.9704000000e-02,2.8856538555e+01
2.9708000000e-02,3.0946599201e+01
2.9712000000e-02,3.2765207962e+01
2.9716000000e-02,3.4131363428e+01
2.9720000000e-02,3.4637404530e+01
2.9724000000e-02,3.3926219963e+01
2.9728000000e-02,3.1963180707e+01
2.9732000000e-02,2.9193961722e+01
2.9736000000e-02,2.6039246877e+01
2.9740000000e-02,2.2837170770e+01
2.9744000000e-02,1.9718878384e+01
2.9748000000e-02,1.6702685018e+01
2.9752000000e-02,1.3810484978e+01
2.9756000000e-02,1.1061786767e+01
2.9760000000e-02,8.4734665637e+00
2.9764000000e-02,6.1223966204e+00
2.9768000000e-02,4.2658094552e+00
2.9772000000e-02,3.2702913587e+00
2.9776000000e-02,3.4678496182e+00
2.9780000000e-02,4.9035392743e+00
2.9784000000e-02,7.1229490137e+00
2.9788000000e-02,9.6706438984e+00
2.9792000000e-02,1.2245550790e+01
2.9796000000e-02,1.4793738204e+01
2.9800000000e-02,1.7252687392e+01
2.9804000000e-02,1.9564047800e+01
2.9808000000e-02,2.1674472894e+01
2.9812000000e-02,2.3536342162e+01
2.9816000000e-02,2.4976829150e+01
2.9820000000e-02,2.5595158226e+01
2.9824000000e-02,2.5023012940e+01
2.9828000000e-02,2.3170371766e+01
2.9832000000e-02,2.0440907276e+01
2.9836000000e-02,1.7270218603e+01
2.9840000000e-02,1.4009727687e+01
2.9844000000e-02,1.0804525459e+01
2.9848000000e-02,7.6857755122e+00
2.9852000000e-02,4.6880465489e+00
2.9856000000e-02,1.8430916827e+00
2.9860000000e-02,-8.2058936833e-01
2.9864000000e-02,-3.2147405327e+00
2.9868000000e-02,-5.0712794700e+00
2.9872000000e-02,-6.0149660949e+00
2.9876000000e-02,-5.7357603714e+00
2.9880000000e-02,-4.2521457710e+00
2.9884000000e-02,-2.0380232819e+00
2.9888000000e-02,4.6468290096e-01
2.9892000000e-02,2.9665388827e+00
2.9896000000e-02,5.4263351512e+00
2.9900000000e-02,7.7940033547e+00
2.9904000000e-02,1.0023219775e+01
2.9908000000e-02,1.2072053327e+01
2.9912000000e-02,1.3903516656e+01
2.9916000000e-02,1.5354359546e+01
2.9920000000e-02,1.6032226019e+01
2.9924000000e-02,1.5576293095e+01
2.9928000000e-02,1.3855044233e+01
2.9932000000e-02,1.1193626477e+01
2.9936000000e-02,8.0434230382e+00
2.9940000000e-02,4.7678208605e+00
2.9944000000e-02,1.5241189972e+00
2.9948000000e-02,-1.6446136532e+00
2.9952000000e-02,-4.6921520745e+00
2.9956000000e-02,-7.5755342563e+00
2.9960000000e-02,-1.0255672195e+01
2.9964000000e-02,-1.2634375829e+01
2.9968000000e-02,-1.4434452052e+01
2.9972000000e-02,-1.5272829381e+01
2.9976000000e-02,-1.4880483596e+01
2.9980000000e-02,-1.3353837664e+01
2.9984000000e-02,-1.1150329297e+01
2.9988000000e-02,-8.6994059330e+00
2.9992000000e-02,-6.2779027134e+00
2.9996000000e-02,-3.9141935170e+00
3.0000000000e-02,-1.6457427761e+00
3.0004000000e-02,4.9330437911e-01
3.0008000000e-02,2.4725797969e+00
3.0012000000e-02,4.2658701610e+00
3.0016000000e-02,5.7200662257e+00
3.0020000000e-02,6.4521094941e+00
3.0024000000e-02,6.1086688451e+00
3.0028000000e-02,4.5167496535e+00
3.0032000000e-02,1.9229685598e+00
3.0036000000e-02,-1.2055570251e+00
3.0040000000e-02,-4.4939825248e+00
3.0044000000e-02,-7.7736554205e+00
3.0048000000e-02,-1.0989610107e+01
3.0052000000e-02,-1.4084015518e+01
3.0056000000e-02,-1.7002752715e+01
3.0060000000e-02,-1.9696198135e+01
3.0064000000e-02,-2.2056712896e+01
3.0068000000e-02,-2.3798801017e+01
3.0072000000e-02,-2.4531498533e+01
3.0076000000e-02,-2.4026747774e+01
